tick,0,1,2,3,4,5
7.07,-37,69,-7,-66,35,49
7.08,-38,69,-4,-67,32,51
7.09,-38,68,-1,-67,29,53
7.1000000000000005,-39,68,0,-68,27,55
7.11,-40,67,2,-68,24,57
7.12,-40,66,5,-69,22,58
7.13,-41,66,7,-69,20,59
7.140000000000001,-41,65,9,-69,18,60
7.15,-41,64,11,-69,16,62
7.16,-42,63,13,-69,13,63
7.17,-42,62,15,-69,12,64
7.18,-42,61,17,-69,10,65
7.19,-43,60,19,-69,8,65
7.2,-43,59,21,-69,6,66
7.21,-43,58,23,-69,4,67
7.22,-43,56,25,-68,2,67
7.23,-43,55,26,-68,1,68
7.24,-43,54,28,-68,0,68
7.25,-43,52,30,-67,-2,68
7.26,-43,51,32,-67,-4,69
7.2700000000000005,-43,50,33,-66,-6,69
7.28,-43,48,35,-66,-7,69
7.29,-43,47,37,-65,-8,69
7.3,-43,45,39,-64,-11,69
7.3100000000000005,-42,44,40,-63,-13,69
7.32,-42,43,41,-62,-14,69
7.33,-42,41,43,-62,-16,69
7.34,-42,39,45,-61,-18,69
7.3500000000000005,-41,38,46,-60,-19,69
7.36,-41,37,47,-59,-20,69
7.37,-41,35,49,-58,-22,69
7.38,-40,33,50,-57,-24,69
7.390000000000001,-40,32,51,-56,-25,68
7.4,-40,30,53,-54,-28,68
7.41,-39,28,54,-53,-29,67
7.42,-39,27,55,-52,-30,67
7.43,-38,25,56,-51,-32,67
7.44,-38,24,57,-50,-34,66
7.45,-37,22,58,-48,-35,66
7.46,-37,20,59,-47,-36,65
7.47,-36,19,60,-45,-39,64
7.48,-36,17,61,-44,-40,63
7.49,-35,15,62,-43,-41,63
7.5,-34,13,63,-41,-43,62
7.51,-34,12,64,-39,-45,61
7.5200000000000005,-33,10,64,-38,-46,60
7.53,-32,8,65,-36,-48,59
7.54,-32,7,66,-35,-49,58
7.55,-31,5,66,-33,-50,57
7.5600000000000005,-30,3,67,-31,-52,56
7.57,-29,2,67,-29,-53,54
7.58,-29,0,68,-28,-54,53
7.59,-28,0,68,-27,-55,52
7.6000000000000005,-27,-2,68,-24,-57,50
7.61,-26,-4,69,-23,-58,49
7.62,-25,-6,69,-21,-59,48
7.63,-24,-7,69,-19,-60,46
7.640000000000001,-23,-9,69,-19,-60,45
7.65,-22,-10,69,-17,-61,43
7.66,-21,-12,69,-15,-62,43
7.67,-20,-14,69,-13,-63,41
7.68,-19,-15,69,-12,-64,39
7.69,-18,-17,69,-10,-64,38
7.7,-17,-19,69,-8,-65,36
7.71,-16,-20,69,-6,-66,34
7.72,-15,-22,69,-5,-66,33
7.73,-14,-24,69,-3,-67,31
7.74,-12,-25,68,-1,-67,29
7.75,-11,-27,68,0,-68,28
7.76,-10,-29,67,1,-68,26
7.7700000000000005,-9,-31,67,3,-68,25
7.78,-7,-32,66,4,-69,22
7.79,-6,-34,66,6,-69,21
7.8,-4,-36,65,8,-69,19
7.8100000000000005,-3,-38,64,10,-69,17
7.82,-1,-40,63,12,-69,14
7.83,0,-42,62,14,-69,12
7.84,1,-43,61,16,-69,11
7.8500000000000005,2,-45,60,18,-69,9
7.86,4,-47,59,20,-69,6
7.87,5,-49,58,22,-69,5
7.88,7,-51,57,24,-68,2
7.890000000000001,9,-52,55,27,-68,0
7.9,11,-54,53,29,-67,-1
7.91,13,-56,51,32,-67,-4
7.92,14,-58,49,34,-66,-6
7.930000000000001,16,-59,47,37,-65,-9
7.94,18,-61,44,40,-63,-12
7.95,20,-62,42,43,-62,-15
7.96,22,-64,39,45,-60,-18
7.97,24,-65,36,48,-59,-21
7.98,25,-66,33,50,-57,-24
7.99,27,-67,31,52,-55,-26
8.0,28,-68,28,54,-53,-29
8.01,30,-68,25,56,-51,-32
8.02,31,-69,21,59,-48,-36
8.03,33,-69,18,60,-45,-39
8.040000000000001,34,-69,15,62,-43,-42
8.05,35,-69,12,63,-40,-44
8.06,36,-69,9,65,-37,-47
8.07,37,-69,7,66,-35,-49
8.08,38,-69,4,67,-32,-51
8.09,38,-68,1,67,-29,-53
8.1,39,-68,0,68,-27,-55
8.11,40,-67,-2,68,-24,-57
8.120000000000001,40,-66,-5,69,-22,-58
8.13,41,-66,-7,69,-20,-59
8.14,41,-65,-9,69,-18,-60
8.15,41,-64,-11,69,-16,-62
8.16,42,-63,-13,69,-13,-63
8.17,42,-62,-15,69,-12,-64
8.18,42,-61,-17,69,-10,-65
8.19,43,-60,-19,69,-8,-65
8.2,43,-59,-21,69,-6,-66
8.21,43,-58,-23,69,-4,-67
8.22,43,-56,-25,68,-2,-67
8.23,43,-55,-26,68,-1,-68
8.24,43,-54,-28,68,0,-68
8.25,43,-52,-30,67,2,-68
8.26,43,-51,-32,67,4,-69
8.27,43,-50,-33,66,6,-69
8.28,43,-48,-35,66,7,-69
8.290000000000001,43,-47,-37,65,8,-69
8.3,43,-45,-39,64,11,-69
8.31,42,-44,-40,63,13,-69
8.32,42,-43,-41,62,14,-69
8.33,42,-41,-43,62,16,-69
8.34,42,-39,-45,61,18,-69
8.35,41,-38,-46,60,19,-69
8.36,41,-37,-47,59,20,-69
8.370000000000001,41,-35,-49,58,22,-69
8.38,40,-33,-50,57,24,-69
8.39,40,-32,-51,56,25,-68
8.4,40,-30,-53,54,28,-68
8.41,39,-28,-54,53,29,-67
8.42,39,-27,-55,52,30,-67
8.43,38,-25,-56,51,32,-67
8.44,38,-24,-57,50,34,-66
8.45,37,-22,-58,48,35,-66
8.46,37,-20,-59,47,36,-65
8.47,36,-19,-60,45,39,-64
8.48,36,-17,-61,44,40,-63
8.49,35,-15,-62,43,41,-63
8.5,34,-13,-63,41,43,-62
8.51,34,-12,-64,39,45,-61
8.52,33,-10,-64,38,46,-60
8.53,32,-8,-65,36,48,-59
8.540000000000001,32,-7,-66,35,49,-58
8.55,31,-5,-66,33,50,-57
8.56,30,-3,-67,31,52,-56
8.57,29,-2,-67,29,53,-54
8.58,29,0,-68,28,54,-53
8.59,28,0,-68,27,55,-52
8.6,27,2,-68,24,57,-50
8.61,26,4,-69,23,58,-49
8.620000000000001,25,6,-69,21,59,-48
8.63,24,7,-69,19,60,-46
8.64,23,9,-69,19,60,-45
8.65,22,10,-69,17,61,-43
8.66,21,12,-69,15,62,-43
8.67,20,14,-69,13,63,-41
8.68,19,15,-69,12,64,-39
8.69,18,17,-69,10,64,-38
8.700000000000001,17,19,-69,8,65,-36
8.71,16,20,-69,6,66,-34
8.72,15,22,-69,5,66,-33
8.73,14,24,-69,3,67,-31
8.74,12,25,-68,1,67,-29
8.75,11,27,-68,0,68,-28
8.76,10,29,-67,-1,68,-26
8.77,9,31,-67,-3,68,-25
8.78,7,32,-66,-4,69,-22
8.790000000000001,6,34,-66,-6,69,-21
8.8,4,36,-65,-8,69,-19
8.81,3,38,-64,-10,69,-17
8.82,1,40,-63,-12,69,-14
8.83,0,42,-62,-14,69,-12
8.84,-1,43,-61,-16,69,-11
8.85,-2,45,-60,-18,69,-9
8.86,-4,47,-59,-20,69,-6
8.870000000000001,-5,49,-58,-22,69,-5
8.88,-7,51,-57,-24,68,-2
8.89,-9,52,-55,-27,68,0
8.9,-11,54,-53,-29,67,1
8.91,-13,56,-51,-32,67,4
8.92,-14,58,-49,-34,66,6
8.93,-16,59,-47,-37,65,9
8.94,-18,61,-44,-40,63,12
8.950000000000001,-20,62,-42,-43,62,15
8.96,-22,64,-39,-45,60,18
8.97,-24,65,-36,-48,59,21
8.98,-25,66,-33,-50,57,24
8.99,-27,67,-31,-52,55,26
9.0,-28,68,-28,-54,53,29
9.01,-30,68,-25,-56,51,32
9.02,-31,69,-21,-59,48,36
9.03,-33,69,-18,-60,45,39
9.040000000000001,-34,69,-15,-62,43,42
9.05,-35,69,-12,-63,40,44
9.06,-36,69,-9,-65,37,47
9.07,-37,69,-7,-66,35,49
9.08,-38,69,-4,-67,32,51
9.09,-38,68,-1,-67,29,53
9.1,-39,68,0,-68,27,55
9.11,-40,67,2,-68,24,57
9.120000000000001,-40,66,5,-69,22,58
9.13,-41,66,7,-69,20,59
9.14,-41,65,9,-69,18,60
9.15,-41,64,11,-69,16,62
9.16,-42,63,13,-69,13,63
9.17,-42,62,15,-69,12,64
9.18,-42,61,17,-69,10,65
9.19,-43,60,19,-69,8,65
9.200000000000001,-43,59,21,-69,6,66
9.21,-43,58,23,-69,4,67
9.22,-43,56,25,-68,2,67
9.23,-43,55,26,-68,1,68
9.24,-43,54,28,-68,0,68
9.25,-43,52,30,-67,-2,68
9.26,-43,51,32,-67,-4,69
9.27,-43,50,33,-66,-6,69
9.28,-43,48,35,-66,-7,69
9.290000000000001,-43,47,37,-65,-8,69
9.3,-43,45,39,-64,-11,69
9.31,-42,44,40,-63,-13,69
9.32,-42,43,41,-62,-14,69
9.33,-42,41,43,-62,-16,69
9.34,-42,39,45,-61,-18,69
9.35,-41,38,46,-60,-19,69
9.36,-41,37,47,-59,-20,69
9.370000000000001,-41,35,49,-58,-22,69
9.38,-40,33,50,-57,-24,69
9.39,-40,32,51,-56,-25,68
9.4,-40,30,53,-54,-28,68
9.41,-39,28,54,-53,-29,67
9.42,-39,27,55,-52,-30,67
9.43,-38,25,56,-51,-32,67
9.44,-38,24,57,-50,-34,66
9.450000000000001,-37,22,58,-48,-35,66
9.46,-37,20,59,-47,-36,65
9.47,-36,19,60,-45,-39,64
9.48,-36,17,61,-44,-40,63
9.49,-35,15,62,-43,-41,63
9.5,-34,13,63,-41,-43,62
9.51,-34,12,64,-39,-45,61
9.52,-33,10,64,-38,-46,60
9.53,-32,8,65,-36,-48,59
9.540000000000001,-32,7,66,-35,-49,58
9.55,-31,5,66,-33,-50,57
9.56,-30,3,67,-31,-52,56
9.57,-29,2,67,-29,-53,54
9.58,-29,0,68,-28,-54,53
9.59,-28,0,68,-27,-55,52
9.6,-27,-2,68,-24,-57,50
9.61,-26,-4,69,-23,-58,49
9.620000000000001,-25,-6,69,-21,-59,48
9.63,-24,-7,69,-19,-60,46
9.64,-23,-9,69,-19,-60,45
9.65,-22,-10,69,-17,-61,43
9.66,-21,-12,69,-15,-62,43
9.67,-20,-14,69,-13,-63,41
9.68,-19,-15,69,-12,-64,39
9.69,-18,-17,69,-10,-64,38
9.700000000000001,-17,-19,69,-8,-65,36
9.71,-16,-20,69,-6,-66,34
9.72,-15,-22,69,-5,-66,33
9.73,-14,-24,69,-3,-67,31
9.74,-12,-25,68,-1,-67,29
9.75,-11,-27,68,0,-68,28
9.76,-10,-29,67,1,-68,26
9.77,-9,-31,67,3,-68,25
9.78,-7,-32,66,4,-69,22
9.790000000000001,-6,-34,66,6,-69,21
9.8,-4,-36,65,8,-69,19
9.81,-3,-38,64,10,-69,17
9.82,-1,-40,63,12,-69,14
9.83,0,-42,62,14,-69,12
9.84,1,-43,61,16,-69,11
9.85,2,-45,60,18,-69,9
9.86,4,-47,59,20,-69,6
9.870000000000001,5,-49,58,22,-69,5
9.88,7,-51,57,24,-68,2
9.89,9,-52,55,27,-68,0
9.9,11,-54,53,29,-67,-1
9.91,13,-56,51,32,-67,-4
9.92,14,-58,49,34,-66,-6
9.93,16,-59,47,37,-65,-9
9.94,18,-61,44,40,-63,-12
9.950000000000001,20,-62,42,43,-62,-15
9.96,22,-64,39,45,-60,-18
9.97,24,-65,36,48,-59,-21
9.98,25,-66,33,50,-57,-24
9.99,27,-67,31,52,-55,-26
10.0,28,-68,28,54,-53,-29
10.01,30,-68,25,56,-51,-32
10.02,31,-69,21,59,-48,-36
10.03,33,-69,18,60,-45,-39
10.040000000000001,34,-69,15,62,-43,-42
10.05,35,-69,12,63,-40,-44
10.06,36,-69,9,65,-37,-47
10.07,37,-69,7,66,-35,-49
10.08,38,-69,4,67,-32,-51
10.09,38,-68,1,67,-29,-53
10.1,39,-68,0,68,-27,-55
10.11,40,-67,-2,68,-24,-57
10.120000000000001,40,-66,-5,69,-22,-58
10.13,41,-66,-7,69,-20,-59
10.14,41,-65,-9,69,-18,-60
10.15,41,-64,-11,69,-16,-62
10.16,42,-63,-13,69,-13,-63
10.17,42,-62,-15,69,-12,-64
10.18,42,-61,-17,69,-10,-65
10.19,43,-60,-19,69,-8,-65
10.200000000000001,43,-59,-21,69,-6,-66
10.21,43,-58,-23,69,-4,-67
10.22,43,-56,-25,68,-2,-67
10.23,43,-55,-26,68,-1,-68
10.24,43,-54,-28,68,0,-68
10.25,43,-52,-30,67,2,-68
10.26,43,-51,-32,67,4,-69
10.27,43,-50,-33,66,6,-69
10.28,43,-48,-35,66,7,-69
10.290000000000001,43,-47,-37,65,8,-69
10.3,43,-45,-39,64,11,-69
10.31,42,-44,-40,63,13,-69
10.32,42,-43,-41,62,14,-69
10.33,42,-41,-43,62,16,-69
10.34,42,-39,-45,61,18,-69
10.35,41,-38,-46,60,19,-69
10.36,41,-37,-47,59,20,-69
10.370000000000001,41,-35,-49,58,22,-69
10.38,40,-33,-50,57,24,-69
10.39,40,-32,-51,56,25,-68
10.4,40,-30,-53,54,28,-68
10.41,39,-28,-54,53,29,-67
10.42,39,-27,-55,52,30,-67
10.43,38,-25,-56,51,32,-67
10.44,38,-24,-57,50,34,-66
10.450000000000001,37,-22,-58,48,35,-66
10.46,37,-20,-59,47,36,-65
10.47,36,-19,-60,45,39,-64
10.48,36,-17,-61,44,40,-63
10.49,35,-15,-62,43,41,-63
10.5,34,-13,-63,41,43,-62
10.51,34,-12,-64,39,45,-61
10.52,33,-10,-64,38,46,-60
10.53,32,-8,-65,36,48,-59
10.540000000000001,32,-7,-66,35,49,-58
10.55,31,-5,-66,33,50,-57
10.56,30,-3,-67,31,52,-56
10.57,29,-2,-67,29,53,-54
10.58,29,0,-68,28,54,-53
10.59,28,0,-68,27,55,-52
10.6,27,2,-68,24,57,-50
10.61,26,4,-69,23,58,-49
10.620000000000001,25,6,-69,21,59,-48
10.63,24,7,-69,19,60,-46
10.64,23,9,-69,19,60,-45
10.65,22,10,-69,17,61,-43
10.66,21,12,-69,15,62,-43
10.67,20,14,-69,13,63,-41
10.68,19,15,-69,12,64,-39
10.69,18,17,-69,10,64,-38
10.700000000000001,17,19,-69,8,65,-36
10.71,16,20,-69,6,66,-34
10.72,15,22,-69,5,66,-33
10.73,14,24,-69,3,67,-31
10.74,12,25,-68,1,67,-29
10.75,11,27,-68,0,68,-28
10.76,10,29,-67,-1,68,-26
10.77,9,31,-67,-3,68,-25
10.78,7,32,-66,-4,69,-22
10.790000000000001,6,34,-66,-6,69,-21
10.8,4,36,-65,-8,69,-19
10.81,3,38,-64,-10,69,-17
10.82,1,40,-63,-12,69,-14
10.83,0,42,-62,-14,69,-12
10.84,-1,43,-61,-16,69,-11
10.85,-2,45,-60,-18,69,-9
10.86,-4,47,-59,-20,69,-6
10.870000000000001,-5,49,-58,-22,69,-5
10.88,-7,51,-57,-24,68,-2
10.89,-9,52,-55,-27,68,0
10.9,-11,54,-53,-29,67,1
10.91,-13,56,-51,-32,67,4
10.92,-14,58,-49,-34,66,6
10.93,-16,59,-47,-37,65,9
10.94,-18,61,-44,-40,63,12
10.950000000000001,-20,62,-42,-43,62,15
10.96,-22,64,-39,-45,60,18
10.97,-24,65,-36,-48,59,21
10.98,-25,66,-33,-50,57,24
10.99,-27,67,-31,-52,55,26
11.0,-28,68,-28,-54,53,29
11.01,-30,68,-25,-56,51,32
11.02,-31,69,-21,-59,48,36
11.03,-33,69,-18,-60,45,39
11.040000000000001,-34,69,-15,-62,43,42
11.05,-35,69,-12,-63,40,44
11.06,-36,69,-9,-65,37,47
11.07,-37,69,-7,-66,35,49
11.08,-38,69,-4,-67,32,51
11.09,-38,68,-1,-67,29,53
11.1,-39,68,0,-68,27,55
11.11,-40,67,2,-68,24,57
11.120000000000001,-40,66,5,-69,22,58
11.13,-41,66,7,-69,20,59
11.14,-41,65,9,-69,18,60
11.15,-41,64,11,-69,16,62
11.16,-42,63,13,-69,13,63
11.17,-42,62,15,-69,12,64
11.18,-42,61,17,-69,10,65
11.19,-43,60,19,-69,8,65
11.200000000000001,-43,59,21,-69,6,66
11.21,-43,58,23,-69,4,67
11.22,-43,56,25,-68,2,67
11.23,-43,55,26,-68,1,68
11.24,-43,54,28,-68,0,68
11.25,-43,52,30,-67,-2,68
11.26,-43,51,32,-67,-4,69
11.27,-43,50,33,-66,-6,69
11.28,-43,48,35,-66,-7,69
11.290000000000001,-43,47,37,-65,-8,69
11.3,-43,45,39,-64,-11,69
11.31,-42,44,40,-63,-13,69
11.32,-42,43,41,-62,-14,69
11.33,-42,41,43,-62,-16,69
11.34,-42,39,45,-61,-18,69
11.35,-41,38,46,-60,-19,69
11.36,-41,37,47,-59,-20,69
11.370000000000001,-41,35,49,-58,-22,69
11.38,-40,33,50,-57,-24,69
11.39,-40,32,51,-56,-25,68
11.4,-40,30,53,-54,-28,68
11.41,-39,28,54,-53,-29,67
11.42,-39,27,55,-52,-30,67
11.43,-38,25,56,-51,-32,67
11.44,-38,24,57,-50,-34,66
11.450000000000001,-37,22,58,-48,-35,66
11.46,-37,20,59,-47,-36,65
11.47,-36,19,60,-45,-39,64
11.48,-36,17,61,-44,-40,63
11.49,-35,15,62,-43,-41,63
11.5,-34,13,63,-41,-43,62
11.51,-34,12,64,-39,-45,61
11.52,-33,10,64,-38,-46,60
11.53,-32,8,65,-36,-48,59
11.540000000000001,-32,7,66,-35,-49,58
11.55,-31,5,66,-33,-50,57
11.56,-30,3,67,-31,-52,56
11.57,-29,2,67,-29,-53,54
11.58,-29,0,68,-28,-54,53
11.59,-28,0,68,-27,-55,52
11.6,-27,-2,68,-24,-57,50
11.61,-26,-4,69,-23,-58,49
11.620000000000001,-25,-6,69,-21,-59,48
11.63,-24,-7,69,-19,-60,46
11.64,-23,-9,69,-19,-60,45
11.65,-22,-10,69,-17,-61,43
11.66,-21,-12,69,-15,-62,43
11.67,-20,-14,69,-13,-63,41
11.68,-19,-15,69,-12,-64,39
11.69,-18,-17,69,-10,-64,38
11.700000000000001,-17,-19,69,-8,-65,36
11.71,-16,-20,69,-6,-66,34
11.72,-15,-22,69,-5,-66,33
11.73,-14,-24,69,-3,-67,31
11.74,-12,-25,68,-1,-67,29
11.75,-11,-27,68,0,-68,28
11.76,-10,-29,67,1,-68,26
11.77,-9,-31,67,3,-68,25
11.78,-7,-32,66,4,-69,22
11.790000000000001,-6,-34,66,6,-69,21
11.8,-4,-36,65,8,-69,19
11.81,-3,-38,64,10,-69,17
11.82,-1,-40,63,12,-69,14
11.83,0,-42,62,14,-69,12
11.84,1,-43,61,16,-69,11
11.85,2,-45,60,18,-69,9
11.86,4,-47,59,20,-69,6
11.870000000000001,5,-49,58,22,-69,5
11.88,7,-51,57,24,-68,2
11.89,9,-52,55,27,-68,0
11.9,11,-54,53,29,-67,-1
11.91,13,-56,51,32,-67,-4
11.92,14,-58,49,34,-66,-6
11.93,16,-59,47,37,-65,-9
11.94,18,-61,44,40,-63,-12
11.950000000000001,20,-62,42,43,-62,-15
11.96,22,-64,39,45,-60,-18
11.97,24,-65,36,48,-59,-21
11.98,25,-66,33,50,-57,-24
11.99,27,-67,31,52,-55,-26
12.0,28,-68,28,54,-53,-29
12.01,30,-68,25,56,-51,-32
12.02,31,-69,21,59,-48,-36
12.030000000000001,33,-69,18,60,-45,-39
12.040000000000001,34,-69,15,62,-43,-42
12.05,35,-69,12,63,-40,-44
12.06,36,-69,9,65,-37,-47
12.07,37,-69,7,66,-35,-49
12.08,38,-69,4,67,-32,-51
12.09,38,-68,1,67,-29,-53
12.1,39,-68,0,68,-27,-55
12.11,40,-67,-2,68,-24,-57
12.120000000000001,40,-66,-5,69,-22,-58
12.13,41,-66,-7,69,-20,-59
12.14,41,-65,-9,69,-18,-60
12.15,41,-64,-11,69,-16,-62
12.16,42,-63,-13,69,-13,-63
12.17,42,-62,-15,69,-12,-64
12.18,42,-61,-17,69,-10,-65
12.19,43,-60,-19,69,-8,-65
12.200000000000001,43,-59,-21,69,-6,-66
12.21,43,-58,-23,69,-4,-67
12.22,43,-56,-25,68,-2,-67
12.23,43,-55,-26,68,-1,-68
12.24,43,-54,-28,68,0,-68
12.25,43,-52,-30,67,2,-68
12.26,43,-51,-32,67,4,-69
12.27,43,-50,-33,66,6,-69
12.280000000000001,43,-48,-35,66,7,-69
12.290000000000001,43,-47,-37,65,8,-69
12.3,43,-45,-39,64,11,-69
12.31,42,-44,-40,63,13,-69
12.32,42,-43,-41,62,14,-69
12.33,42,-41,-43,62,16,-69
12.34,42,-39,-45,61,18,-69
12.35,41,-38,-46,60,19,-69
12.36,41,-37,-47,59,20,-69
12.370000000000001,41,-35,-49,58,22,-69
12.38,40,-33,-50,57,24,-69
12.39,40,-32,-51,56,25,-68
12.4,40,-30,-53,54,28,-68
12.41,39,-28,-54,53,29,-67
12.42,39,-27,-55,52,30,-67
12.43,38,-25,-56,51,32,-67
12.44,38,-24,-57,50,34,-66
12.450000000000001,37,-22,-58,48,35,-66
12.46,37,-20,-59,47,36,-65
12.47,36,-19,-60,45,39,-64
12.48,36,-17,-61,44,40,-63
12.49,35,-15,-62,43,41,-63
12.5,34,-13,-63,41,43,-62
12.51,34,-12,-64,39,45,-61
12.52,33,-10,-64,38,46,-60
12.530000000000001,32,-8,-65,36,48,-59
12.540000000000001,32,-7,-66,35,49,-58
12.55,31,-5,-66,33,50,-57
12.56,30,-3,-67,31,52,-56
12.57,29,-2,-67,29,53,-54
12.58,29,0,-68,28,54,-53
12.59,28,0,-68,27,55,-52
12.6,27,2,-68,24,57,-50
12.61,26,4,-69,23,58,-49
12.620000000000001,25,6,-69,21,59,-48
12.63,24,7,-69,19,60,-46
12.64,23,9,-69,19,60,-45
12.65,22,10,-69,17,61,-43
12.66,21,12,-69,15,62,-43
12.67,20,14,-69,13,63,-41
12.68,19,15,-69,12,64,-39
12.69,18,17,-69,10,64,-38
12.700000000000001,17,19,-69,8,65,-36
12.71,16,20,-69,6,66,-34
12.72,15,22,-69,5,66,-33
12.73,14,24,-69,3,67,-31
12.74,12,25,-68,1,67,-29
12.75,11,27,-68,0,68,-28
12.76,10,29,-67,-1,68,-26
12.77,9,31,-67,-3,68,-25
12.780000000000001,7,32,-66,-4,69,-22
12.790000000000001,6,34,-66,-6,69,-21
12.8,4,36,-65,-8,69,-19
12.81,3,38,-64,-10,69,-17
12.82,1,40,-63,-12,69,-14
12.83,0,42,-62,-14,69,-12
12.84,-1,43,-61,-16,69,-11
12.85,-2,45,-60,-18,69,-9
12.86,-4,47,-59,-20,69,-6
12.870000000000001,-5,49,-58,-22,69,-5
12.88,-7,51,-57,-24,68,-2
12.89,-9,52,-55,-27,68,0
12.9,-11,54,-53,-29,67,1
12.91,-13,56,-51,-32,67,4
12.92,-14,58,-49,-34,66,6
12.93,-16,59,-47,-37,65,9
12.94,-18,61,-44,-40,63,12
12.950000000000001,-20,62,-42,-43,62,15
12.96,-22,64,-39,-45,60,18
12.97,-24,65,-36,-48,59,21
12.98,-25,66,-33,-50,57,24
12.99,-27,67,-31,-52,55,26
13.0,-28,68,-28,-54,53,29
13.01,-30,68,-25,-56,51,32
13.02,-31,69,-21,-59,48,36
13.030000000000001,-33,69,-18,-60,45,39
13.040000000000001,-34,69,-15,-62,43,42
13.05,-35,69,-12,-63,40,44
13.06,-36,69,-9,-65,37,47
13.07,-37,69,-7,-66,35,49
13.08,-38,69,-4,-67,32,51
13.09,-38,68,-1,-67,29,53
13.1,-39,68,0,-68,27,55
13.11,-40,67,2,-68,24,57
13.120000000000001,-40,66,5,-69,22,58
13.13,-41,66,7,-69,20,59
13.14,-41,65,9,-69,18,60
13.15,-41,64,11,-69,16,62
13.16,-42,63,13,-69,13,63
13.17,-42,62,15,-69,12,64
13.18,-42,61,17,-69,10,65
13.19,-43,60,19,-69,8,65
13.200000000000001,-43,59,21,-69,6,66
13.21,-43,58,23,-69,4,67
13.22,-43,56,25,-68,2,67
13.23,-43,55,26,-68,1,68
13.24,-43,54,28,-68,0,68
13.25,-43,52,30,-67,-2,68
13.26,-43,51,32,-67,-4,69
13.27,-43,50,33,-66,-6,69
13.280000000000001,-43,48,35,-66,-7,69
13.290000000000001,-43,47,37,-65,-8,69
13.3,-43,45,39,-64,-11,69
13.31,-42,44,40,-63,-13,69
13.32,-42,43,41,-62,-14,69
13.33,-42,41,43,-62,-16,69
13.34,-42,39,45,-61,-18,69
13.35,-41,38,46,-60,-19,69
13.36,-41,37,47,-59,-20,69
13.370000000000001,-41,35,49,-58,-22,69
13.38,-40,33,50,-57,-24,69
13.39,-40,32,51,-56,-25,68
13.4,-40,30,53,-54,-28,68
13.41,-39,28,54,-53,-29,67
13.42,-39,27,55,-52,-30,67
13.43,-38,25,56,-51,-32,67
13.44,-38,24,57,-50,-34,66
13.450000000000001,-37,22,58,-48,-35,66
13.46,-37,20,59,-47,-36,65
13.47,-36,19,60,-45,-39,64
13.48,-36,17,61,-44,-40,63
13.49,-35,15,62,-43,-41,63
13.5,-34,13,63,-41,-43,62
13.51,-34,12,64,-39,-45,61
13.52,-33,10,64,-38,-46,60
13.530000000000001,-32,8,65,-36,-48,59
13.540000000000001,-32,7,66,-35,-49,58
13.55,-31,5,66,-33,-50,57
13.56,-30,3,67,-31,-52,56
13.57,-29,2,67,-29,-53,54
13.58,-29,0,68,-28,-54,53
13.59,-28,0,68,-27,-55,52
13.6,-27,-2,68,-24,-57,50
13.61,-26,-4,69,-23,-58,49
13.620000000000001,-25,-6,69,-21,-59,48
13.63,-24,-7,69,-19,-60,46
13.64,-23,-9,69,-19,-60,45
13.65,-22,-10,69,-17,-61,43
13.66,-21,-12,69,-15,-62,43
13.67,-20,-14,69,-13,-63,41
13.68,-19,-15,69,-12,-64,39
13.69,-18,-17,69,-10,-64,38
13.700000000000001,-17,-19,69,-8,-65,36
13.71,-16,-20,69,-6,-66,34
13.72,-15,-22,69,-5,-66,33
13.73,-14,-24,69,-3,-67,31
13.74,-12,-25,68,-1,-67,29
13.75,-11,-27,68,0,-68,28
13.76,-10,-29,67,1,-68,26
13.77,-9,-31,67,3,-68,25
13.780000000000001,-7,-32,66,4,-69,22
13.790000000000001,-6,-34,66,6,-69,21
13.8,-4,-36,65,8,-69,19
13.81,-3,-38,64,10,-69,17
13.82,-1,-40,63,12,-69,14
13.83,0,-42,62,14,-69,12
13.84,1,-43,61,16,-69,11
13.85,2,-45,60,18,-69,9
13.86,4,-47,59,20,-69,6
13.870000000000001,5,-49,58,22,-69,5
13.88,7,-51,57,24,-68,2
13.89,9,-52,55,27,-68,0
13.9,11,-54,53,29,-67,-1
13.91,13,-56,51,32,-67,-4
13.92,14,-58,49,34,-66,-6
13.93,16,-59,47,37,-65,-9
13.94,18,-61,44,40,-63,-12
13.950000000000001,20,-62,42,43,-62,-15
13.96,22,-64,39,45,-60,-18
13.97,24,-65,36,48,-59,-21
13.98,25,-66,33,50,-57,-24
13.99,27,-67,31,52,-55,-26
