tick,0,1,2,3,4,5
515,-43.46347284804764,56.17528196494317,26.31191789592053,-68.5914977102039,1.2143722552356984,68.04811895387412
520,-43.5202555686257,54.58373648378113,28.537192303626178,-68.17040035234848,-0.47321074600716173,68.40104745690122
525,-43.51125591473464,52.970470829346596,30.715793969564178,-67.5539954451344,-3.025553408474071,68.92977111255249
530,-43.445700800744575,51.523007955678864,32.555098768103335,-67.03333806215755,-4.725843448085001,69.1828941168454
535,-43.35957013109467,49.82309324887106,34.63534239209522,-66.31804963224816,-6.787454813762924,69.46993349986546
540,-43.224597245965136,48.21432083898155,36.49146741085715,-65.5762997369834,-8.89305795703865,69.68502030960994
545,-43.05499508751492,46.46925060781796,38.44897887233618,-64.77468496158347,-10.82940531638176,69.80536604290775
550,-42.84884488085503,44.55745602886891,40.5314338290274,-63.84848111842879,-12.921446415399185,69.8602874476299
555,-42.603464261671945,42.74077288207588,42.38223902458623,-62.85864983505279,-15.061065537174645,69.85608562912842
560,-42.32290736776619,41.120624448339456,43.97241383221764,-61.93265604990856,-16.770367831661805,69.8312602888052
565,-42.0078843265035,39.26503119549334,45.72863318394367,-60.81783530537127,-18.95390794277143,69.64126698878937
570,-41.66208791569858,37.587317165682066,47.21833850910012,-59.910611438178925,-20.47535255906903,69.50802987875082
575,-41.27614479389965,35.56206331162858,49.02174657366035,-58.59380840863048,-22.575960630953276,69.29458143456962
580,-40.863186628851544,33.69708088676048,50.5681257085774,-57.37422019886603,-24.559666267775228,68.92490114261014
585,-40.405183420454,31.642763050316617,52.23036825432896,-56.063980267217595,-26.454834090565008,68.56678715764477
590,-39.922783514377784,29.568109906184958,53.87611978072398,-54.32514623145159,-28.899798786662075,68.03773412468215
595,-39.42420980679336,28.072380003751277,54.86972987741952,-53.483907598141386,-30.015831060328765,67.76447362885867
600,-38.881825337473266,25.918671889220967,56.41691576027811,-51.7598400862242,-32.242257294300266,67.0937469909031
605,-38.297204731826874,23.847067259612267,57.82138155241068,-50.03910642576861,-34.36454419577373,66.4007520985628
610,-37.67890859424804,21.72086167037461,59.18744427664484,-48.280467998510595,-36.416883612858754,65.60932341749094
615,-37.057912042667695,20.012837195188702,60.15221624152188,-46.78673034053231,-38.14008801198843,64.90500307293439
620,-36.38348964129013,17.893395077282378,61.37103662485333,-44.86041186323327,-40.214907956877994,63.895067601869314
625,-35.666659481104055,15.77163387182409,62.5131643833699,-42.86021212305192,-42.26212291150697,62.928851486901806
630,-34.92298436326597,13.699164068994406,63.542794713021166,-41.092203404681584,-44.00000446185905,61.91524326830027
635,-34.164578774456345,11.799524724022344,64.3869848024172,-39.22723678930101,-45.78600655932105,60.82196243921902
640,-33.37151957261506,9.903899389572025,65.16722924170847,-37.49529370621522,-47.359427548172,59.80778755891063
645,-32.50885360715125,7.576652069098831,66.11839837192576,-35.00188238358933,-49.52713854721335,58.19169990289454
650,-31.710627394262975,6.0535450885371525,66.58071392203735,-34.099871881061176,-50.20357884780193,57.68536382859764
655,-30.787235231787804,3.977252546357345,67.25309698819197,-31.818393425582258,-52.088655354909974,56.161001011655884
660,-29.858781765347675,1.9871634533952225,67.81494415781856,-29.849112255906263,-53.61328237638569,54.74431232707301
665,-28.907913968199214,0.05904303226951413,68.3016620428714,-28.18832539653515,-54.7831949633125,53.57325812896363
670,-27.918716826643927,-1.9395019438853964,68.72669198968468,-25.867993829645126,-56.45290852906069,51.719402589616045
675,-26.90760946676247,-3.7956569638892894,69.036758159284,-23.879943113623646,-57.82458657793591,50.03521614729108
680,-25.833945379704673,-5.736141478106138,69.3423534717069,-22.269683798375368,-58.79367826991055,48.76655029292474
685,-24.69490989046374,-7.8044217444047135,69.6138469273317,-20.193787623183923,-60.041139637503576,46.941697155543444
690,-23.63906358841459,-9.462345011664684,69.72044603808129,-18.487302961317244,-61.072492666566916,45.27224188734324
695,-22.43329797610435,-11.688126005975903,69.81443742343195,-15.796528203105371,-62.51437730985187,42.858196240675845
700,-21.204177316088106,-13.73029041525158,69.8895476475379,-14.075888302883367,-63.284246074341056,41.507389443994015
705,-19.98137233585747,-15.529377622673291,69.87739706495765,-12.316364272735925,-64.15469190720991,39.77043949847737
710,-18.71975974520701,-17.548933930544028,69.75996840712293,-10.144802176582765,-65.07799026967214,37.68548108180783
715,-17.356376661452657,-19.626314506953534,69.59313113628063,-7.89615927925874,-65.98451219890174,35.530118751616854
720,-16.01307767889099,-21.64242227437128,69.40098149549134,-6.132640333457321,-66.55140658205482,34.17556025616432
725,-14.591934114390437,-23.672919459911196,69.10568734736457,-4.09357248741388,-67.2145264895319,31.93083464001381
730,-13.181066206461242,-25.622375694634453,68.78103515548673,-2.188220562521373,-67.76830871857638,30.003230992425685
735,-11.689017241658737,-27.687249277856573,68.38232485344986,-0.25600667175522673,-68.22397510972395,27.8270229648043
740,-10.257511774258527,-29.555899990026383,67.97541555197914,1.3386076102923496,-68.60238000440793,26.80518862187605
745,-8.609373972837265,-31.837947809687545,67.24640905429493,4.065859418005132,-69.09156985838725,23.537427980985367
750,-7.001427185366245,-33.878202404774996,66.66580827160521,5.822056045241638,-69.35532271353388,22.18436353148964
755,-5.248230052092247,-36.19059570053078,65.65880845417695,8.703346962638463,-69.65677235510373,18.791124396664944
760,-3.5511391301431803,-38.285701668380604,64.85406583495231,10.654048816808288,-69.78317841652827,17.03809100410901
765,-1.699921122213953,-40.54157347006988,63.84302582398266,12.93253327863924,-69.86050275102951,14.854956687645185
770,0.15723086535088038,-42.71921759886854,62.72283162761781,15.2897600133639,-69.8819444997556,12.540444853236277
775,2.0138330131218267,-44.89878507309535,61.34581978925194,17.937107657230975,-69.75174041673483,9.860066542915856
780,3.903575922200513,-47.03158728919323,59.976356372279284,20.422891355399518,-69.49939363963205,7.132235169083586
785,5.853519072180052,-49.17055788031246,58.476200773493346,22.755088214505992,-69.32436544239047,5.353976364541872
790,7.848113850947192,-51.28071511061045,56.88627468812596,25.272059784746553,-68.84379233646399,2.558022875093716
795,9.915809333006608,-53.43319521999875,54.91868077887612,28.00666500967676,-68.34926399146869,0.12595791690896974
800,12.103148984666754,-55.60546772229937,52.629587597112256,31.09874963975382,-67.51071790466075,-3.1603877225940735
805,14.35015608571399,-57.727363223174045,50.15292350071984,34.15972927749996,-66.5575471354215,-6.245092175646981
810,16.508818482919914,-59.67813092996871,47.5360784000079,37.2354017417391,-65.35433325742068,-9.53465022120092
815,18.64987541652503,-61.50859775425788,44.649908992553875,40.435035481312866,-63.80179516014137,-13.131441166701233
820,20.84293557292711,-63.25494498876812,41.55921077003243,43.57786892703742,-62.07351850584379,-16.562740101713903
825,22.969672957671353,-64.81841906291739,38.35918811464737,46.57484676199301,-60.329750668128746,-19.721748954957384
830,25.052045048508774,-66.20446141539577,34.91577805090537,49.5826704043519,-58.14687355842767,-23.381611662171423
835,26.92404380986749,-67.32280103145995,31.613123811985197,52.254235049037575,-56.042273615205374,-26.48499066935425
