tick,0,1,2,3,4,5
605,-22.890395739353945,3.856969823572843,66.98020179672085,-73.62984781980279,9.238434836619408,64.03241679448546
610,-21.391301356919346,0.9542509444251479,68.48307976482091,-72.40754590474158,7.009967365893253,65.07787590946263
615,-19.77299668238963,-2.448912907198313,70.32649060426291,-70.62180461448975,3.2407981837343165,67.23730786727461
620,-18.07645229721749,-5.842929013991224,71.98547485767489,-69.03711939230334,0.14723048238283098,68.88573376790704
625,-16.433461061682266,-9.1759578913613,73.56116184429357,-67.06936121108785,-3.6942552992265725,70.91425054792013
630,-14.589777440852421,-13.135724779433245,75.40308952984111,-64.49857398615106,-8.47377518853304,73.27327253778367
635,-12.746092793025099,-16.709534562174895,76.8057612554349,-62.39189459829143,-11.86666121703431,74.70805025409027
640,-10.902057166945108,-20.52438335561594,78.24703819238903,-59.77141842727117,-16.356517674747856,76.68183800788645
645,-8.939631534579977,-24.158923649701496,79.37336891968853,-57.189502574831124,-20.50335092200257,78.24058701949622
650,-6.810985990581834,-28.577213824741122,80.65859985732865,-53.42620296314085,-26.12971721595352,80.06042678409521
655,-4.565472191912874,-32.97833446088687,81.57128380784451,-49.201363837553934,-31.760807199807704,81.34573471641477
660,-2.2408429164886403,-37.13121148072691,82.10295654965165,-45.44165018741472,-36.31243600533642,82.02865867762627
665,0.20732453894270408,-41.42218516525177,82.28525188439016,-41.087209008386466,-40.91006070831047,82.31077856355711
670,2.6543190169958737,-45.21320910509385,82.15965902726785,-37.56258289931982,-44.391805084275205,82.1987042374063
675,5.290372273353262,-49.267182973529835,81.65288191527598,-33.45118076860384,-47.74617950223438,81.84244141505658
680,8.09679428346901,-53.35349866438052,80.67745133644252,-28.669193108541045,-51.431030198663684,81.13537266522928
685,10.922615340523242,-57.19891756499506,79.36991896348042,-23.939747643654986,-54.86062606352587,80.13374222332763
690,13.945456033247572,-61.041233799733995,77.57318788039329,-18.62492189112293,-58.41244421811476,78.8237013224944
695,17.278092499146208,-64.99785388629503,75.19464482213651,-12.811562879205281,-61.92463218082461,77.06113784913907
